App Name,Total Score,Installs,Review Matches TR,Review Matches EN,Desc Matches,Package Name,,Score,URL
Military Retirement,1,10000,,,askeri personel,com.LynnfieldLLC.MilitaryRetire,,,https://play.google.com/store/apps/details?id=com.LynnfieldLLC.MilitaryRetire&hl=tr&gl=tr
Ultimate Ballistic Calculator,1,100,,,MOA,ee.smartbullet.ultimateballisticcalculator,,,https://play.google.com/store/apps/details?id=ee.smartbullet.ultimateballisticcalculator&hl=tr&gl=tr
Military Army wallpapers,1,10000,,,operasyon,com.military.army.wallpapers.starwalls,,,https://play.google.com/store/apps/details?id=com.military.army.wallpapers.starwalls&hl=tr&gl=tr
"Medical Records, First Aid Kit",1,1000,,,UTM,com.spatom.care,,,https://play.google.com/store/apps/details?id=com.spatom.care&hl=tr&gl=tr
Ada – check your health,1,10000000,,,UTM,com.ada.app,,4.7375,https://play.google.com/store/apps/details?id=com.ada.app&hl=tr&gl=tr
MediBuddy-Doctor Medicine ABHA,1,5000000,,,atak,in.medibuddy,,0,https://play.google.com/store/apps/details?id=in.medibuddy&hl=tr&gl=tr
MDCalc Medical Calculator,1,1000000,,,atak,com.mdaware.mdcalc,,4.76,https://play.google.com/store/apps/details?id=com.mdaware.mdcalc&hl=tr&gl=tr
The Rover: Military Ops,1,50,,,birlik,com.mindberzerk.rover,,,https://play.google.com/store/apps/details?id=com.mindberzerk.rover&hl=tr&gl=tr
Rage Swarm,1,1000000,,,UTM,com.feelnside.rageswarm,,4.1287127,https://play.google.com/store/apps/details?id=com.feelnside.rageswarm&hl=tr&gl=tr
"CamScanner- scanner, PDF maker",1,500000000,,,UTM,com.intsig.camscanner,,4.5895715,https://play.google.com/store/apps/details?id=com.intsig.camscanner&hl=tr&gl=tr
Medela Family Pump Control,1,1000,,,UTM,com.medela.pumpcontrol,,,https://play.google.com/store/apps/details?id=com.medela.pumpcontrol&hl=tr&gl=tr
HiPER Calc Pro,1,100000,,,KOORDINAT,cz.hipercalc.pro,,4.77,https://play.google.com/store/apps/details?id=cz.hipercalc.pro&hl=tr&gl=tr
Crossy Road,1,100000000,,,birlik,com.yodo1.crossyroad,,3.3233144,https://play.google.com/store/apps/details?id=com.yodo1.crossyroad&hl=tr&gl=tr
Royal Journey,1,500000,,,birlik,com.koofei.matchmansion,,4.63,https://play.google.com/store/apps/details?id=com.koofei.matchmansion&hl=tr&gl=tr
Offline Games No WiFi internet,1,100000000,,,UTM,com.media720.games2020,,4.2336955,https://play.google.com/store/apps/details?id=com.media720.games2020&hl=tr&gl=tr
Arena of Valor,1,10000000,,,birlik,com.ngame.allstar.eu,,3.943646,https://play.google.com/store/apps/details?id=com.ngame.allstar.eu&hl=tr&gl=tr
Victoria's Secret—Bras & More,1,5000000,,,birlik,com.victoriassecret.vsaa,,4.5555553,https://play.google.com/store/apps/details?id=com.victoriassecret.vsaa&hl=tr&gl=tr
ONE PIECE Bounty Rush,1,50000000,,,birlik,com.bandainamcoent.opbrww,,3.9734514,https://play.google.com/store/apps/details?id=com.bandainamcoent.opbrww&hl=tr&gl=tr
Mili: AI Meeting Assistant,1,10000,,,birlik,ai.getmili.app,,,https://play.google.com/store/apps/details?id=ai.getmili.app&hl=tr&gl=tr
"Time Until: Countdowns, Widget",1,5000000,,,UTM,com.brunoschalch.timeuntil,,4.39,https://play.google.com/store/apps/details?id=com.brunoschalch.timeuntil&hl=tr&gl=tr
Military War Quizzer,1,500,,,operasyon,org.supergonk.military,,,https://play.google.com/store/apps/details?id=org.supergonk.military&hl=tr&gl=tr
CATS: Crash Arena Turbo Stars,1,100000000,,,birlik,com.zeptolab.cats.google,,4.1469436,https://play.google.com/store/apps/details?id=com.zeptolab.cats.google&hl=tr&gl=tr
Brawlhalla,1,10000000,,,UTM,air.com.ubisoft.brawl.halla.platform.fighting.action.pvp,,4.258597,https://play.google.com/store/apps/details?id=air.com.ubisoft.brawl.halla.platform.fighting.action.pvp&hl=tr&gl=tr
Bluecrew - Find Flexible Work,1,500000,,,birlik,com.bluecrewjobs.bluecrew,,,https://play.google.com/store/apps/details?id=com.bluecrewjobs.bluecrew&hl=tr&gl=tr
My Shift Planner - Calendar,1,500000,,,birlik,uk.co.mybuzztechnologies.myShiftPlanner,,4.65,https://play.google.com/store/apps/details?id=uk.co.mybuzztechnologies.myShiftPlanner&hl=tr&gl=tr
English Phonetics & Vocabulary,1,100000,,,Phonetic Alphabet,com.AudioClass,,0,https://play.google.com/store/apps/details?id=com.AudioClass&hl=tr&gl=tr
Work Shift Calendar,1,10000000,,,UTM,com.lrhsoft.shiftercalendar,,4.69,https://play.google.com/store/apps/details?id=com.lrhsoft.shiftercalendar&hl=tr&gl=tr
Letter Sounds A to Z,1,100000,,,birlik,com.allaboutlearningpress.Letter_Sounds_A_to_Z,,0,https://play.google.com/store/apps/details?id=com.allaboutlearningpress.Letter_Sounds_A_to_Z&hl=tr&gl=tr
Alphabet Phonetic Helper,1,10,,,UTM,org.homereadinghelper.alphabet,,,https://play.google.com/store/apps/details?id=org.homereadinghelper.alphabet&hl=tr&gl=tr
Go Zero Waste,1,10000,,,ISR,com.zerowaste.gozerowaste,,,https://play.google.com/store/apps/details?id=com.zerowaste.gozerowaste&hl=tr&gl=tr
Goal Zero Power,1,10000,,,birlik,com.goalzero.YetiApp,,,https://play.google.com/store/apps/details?id=com.goalzero.YetiApp&hl=tr&gl=tr
Zero.All,1,10,,,UTM,com.nle.zeroall,,,https://play.google.com/store/apps/details?id=com.nle.zeroall&hl=tr&gl=tr
"NAVER Maps, Navigation",1,50000000,,,birlik,com.nhn.android.nmap,,3.1785715,https://play.google.com/store/apps/details?id=com.nhn.android.nmap&hl=tr&gl=tr
ArcGIS Field Maps Beta,1,10000,,,KOORDINAT,com.esri.fieldmaps.beta,,,https://play.google.com/store/apps/details?id=com.esri.fieldmaps.beta&hl=tr&gl=tr
Dominant λ Light Spectrometer,1,50000,,,UTM,com.contechity.spectrometer,,0,https://play.google.com/store/apps/details?id=com.contechity.spectrometer&hl=tr&gl=tr
,,,,,,,,,
Geri sayım Widget / Gün Sayacı,80,10000000,,mission,,smsr.com.cw,,4.166287,https://play.google.com/store/apps/details?id=smsr.com.cw&hl=tr&gl=tr
Tactical OPS - Online FPS,69,5000000,"silah, tactical",tactical,tactical,com.edkongames.tops,,4.49,https://play.google.com/store/apps/details?id=com.edkongames.tops&hl=tr&gl=tr
İst Eczane Nöbet,63,10000,nöbet,nöbet,,com.ieo.nobetcieczane,,4.148148,https://play.google.com/store/apps/details?id=com.ieo.nobetcieczane&hl=tr&gl=tr
Nöbetçi Eczane,63,50000,nöbet,nöbet,,com.ahmetbesli.nobetci_eczane,,4.3,https://play.google.com/store/apps/details?id=com.ahmetbesli.nobetci_eczane&hl=tr&gl=tr
Army Fitness Calculator,62,10000,,"ACFT, army fitness","ACFT, PFT",com.armynoncomtools.acft_calculator,,,https://play.google.com/store/apps/details?id=com.armynoncomtools.acft_calculator&hl=tr&gl=tr
Critical Ops: Multiplayer FPS,50,100000000,silah,,,com.criticalforceentertainment.criticalops,,4.2237225,https://play.google.com/store/apps/details?id=com.criticalforceentertainment.criticalops&hl=tr&gl=tr
BattleLore: Command,50,10000,,"tactical, mission, battlefield, platoon",,com.fantasyflightgames.BattleLore,,,https://play.google.com/store/apps/details?id=com.fantasyflightgames.BattleLore&hl=tr&gl=tr
mo.co,45,1000000,silah,squad,,com.supercell.moco,,4.3471074,https://play.google.com/store/apps/details?id=com.supercell.moco&hl=tr&gl=tr
Nöbet Yönetimi (Otomatik),43,500,nöbet,,,com.appsorcerer.nobet_yonetimi,,4.214286,https://play.google.com/store/apps/details?id=com.appsorcerer.nobet_yonetimi&hl=tr&gl=tr
Sniper Range Game,40,1000000,silah,,,com.LudusInfinitus.SniperRangeGame,,4.34,https://play.google.com/store/apps/details?id=com.LudusInfinitus.SniperRangeGame&hl=tr&gl=tr
Nöbet Çizelgesi,38,500,nöbet,,,com.ibrahim.trsoft.rastgele,,4.878788,https://play.google.com/store/apps/details?id=com.ibrahim.trsoft.rastgele&hl=tr&gl=tr
ESChat (Push-to-Talk),35,100000,,"OPSEC, mission",,com.slacorp.eptt.android,,,https://play.google.com/store/apps/details?id=com.slacorp.eptt.android&hl=tr&gl=tr
Tactical War 2: Tower Defense,35,50000,"silah, tactical, mission",tactical,tactical,com.binarypunch.tacticalwar2,,4.193548,https://play.google.com/store/apps/details?id=com.binarypunch.tacticalwar2&hl=tr&gl=tr
XCOM 2 Collection,30,50000,,"tactical, mission, squad",,com.feralinteractive.xcom2_android,,3.511628,https://play.google.com/store/apps/details?id=com.feralinteractive.xcom2_android&hl=tr&gl=tr
Deployment Tracker,30,10000,,"deployment, OPSEC",,com.tortel.deploytrack,,,https://play.google.com/store/apps/details?id=com.tortel.deploytrack&hl=tr&gl=tr
Coordinator - Koordinat Topla,29,500000,"birlik, tertip",,ISR,com.suleymaner.coordinatorplus,,4.19,https://play.google.com/store/apps/details?id=com.suleymaner.coordinatorplus&hl=tr&gl=tr
Nöbetçi Eczane,28,1000,nöbet,,,com.zaferbozkurt.pharmacy,,4.4174757,https://play.google.com/store/apps/details?id=com.zaferbozkurt.pharmacy&hl=tr&gl=tr
Nöbetçi Eczane,28,10000,nöbet,,,net.nobetcieczane,,4.137931,https://play.google.com/store/apps/details?id=net.nobetcieczane&hl=tr&gl=tr
Savaş Ve Barış: Strateji Oyun,26,5000000,"komutan, birlik","Barracks, tactical",operasyon,com.erepubliklabs.warandpeace,,4.29,https://play.google.com/store/apps/details?id=com.erepubliklabs.warandpeace&hl=tr&gl=tr
Code of War: Savaş Oyunları,25,10000000,silah,,,com.extremedevelopers.codeofwar,,3.5083334,https://play.google.com/store/apps/details?id=com.extremedevelopers.codeofwar&hl=tr&gl=tr
War Regions: Savaş strateji,25,5000000,silah,"tactical, mission",,games.war.regions,,4.0650406,https://play.google.com/store/apps/details?id=games.war.regions&hl=tr&gl=tr
Modern FPS Askeri Saldırısı,24,100000,,ISR,"operasyon, Komando",com.frenzygames.fgs.modern.fps.military.strike,,3.724138,https://play.google.com/store/apps/details?id=com.frenzygames.fgs.modern.fps.military.strike&hl=tr&gl=tr
ProPTT2 Video Push-To-Talk,20,100000,,mission,,com.imptt.proptt,,3.625,https://play.google.com/store/apps/details?id=com.imptt.proptt&hl=tr&gl=tr
Titan Soul: Action RPG Offline,20,100000,"silah, birlik",mission,,com.ANU.TitanSouls,,4.409091,https://play.google.com/store/apps/details?id=com.ANU.TitanSouls&hl=tr&gl=tr
Plants vs. Zombies™ Heroes,20,50000000,mission,mission,,com.ea.gp.pvzheroes,,3.058906,https://play.google.com/store/apps/details?id=com.ea.gp.pvzheroes&hl=tr&gl=tr
Taktik Savaş: Tower Defense,20,10000000,silah,tactical,,com.magenta.TacticDefense,,4.4554596,https://play.google.com/store/apps/details?id=com.magenta.TacticDefense&hl=tr&gl=tr
Mergin Maps: QGIS in pocket,20,100000,,in the field,,uk.co.lutraconsulting,,0,https://play.google.com/store/apps/details?id=uk.co.lutraconsulting&hl=tr&gl=tr
askeri görev: savaş ordu oyunu,19,100000,silah,mission,operasyon,com.fun_battle_fire_games.army.guns.free.war.shoot.gunner.simulator,,4.0833335,https://play.google.com/store/apps/details?id=com.fun_battle_fire_games.army.guns.free.war.shoot.gunner.simulator&hl=tr&gl=tr
AEO Nöbet,18,5000,nöbet,nöbet,,com.aeo.nobet,,4.114286,https://play.google.com/store/apps/details?id=com.aeo.nobet&hl=tr&gl=tr
Army Fitness App,17,1000,,PT test,"ACFT, PFT",com.rrivenllc.armyfitnessapp,,,https://play.google.com/store/apps/details?id=com.rrivenllc.armyfitnessapp&hl=tr&gl=tr
Company of Heroes,15,100000,birlik,"mission, squad",,com.feralinteractive.companyofheroes_android,,4.65,https://play.google.com/store/apps/details?id=com.feralinteractive.companyofheroes_android&hl=tr&gl=tr
Total War: EMPIRE,15,10000,birlik,battlefield,,com.feralinteractive.empire_android,,4.43,https://play.google.com/store/apps/details?id=com.feralinteractive.empire_android&hl=tr&gl=tr
Zombicide: Tactics & Shotguns,15,10000,,mission,,com.asmodeedigital.zombicidev2,,0,https://play.google.com/store/apps/details?id=com.asmodeedigital.zombicidev2&hl=tr&gl=tr
DC: Dark Legion™,15,5000000,,squad,,com.kingsgroup.dcdly,,4.316092,https://play.google.com/store/apps/details?id=com.kingsgroup.dcdly&hl=tr&gl=tr
Dead Ahead: Zombie Warfare,15,10000000,,"tactical, mission",,com.mobirate.DeadAheadTactics,,4.4417877,https://play.google.com/store/apps/details?id=com.mobirate.DeadAheadTactics&hl=tr&gl=tr
MAPS.ME: Offline maps GPS Nav,13,50000000,birlik,,,com.mapswithme.maps.pro,,4.5474324,https://play.google.com/store/apps/details?id=com.mapswithme.maps.pro&hl=tr&gl=tr
KML Waypoint Loader,13,50000,,mission,,kml.ir.com.kml,,0,https://play.google.com/store/apps/details?id=kml.ir.com.kml&hl=tr&gl=tr
Ballistics Calculator 2026,13,100000,,in the field,,com.ballistic.calculator.strelok,,4.2608695,https://play.google.com/store/apps/details?id=com.ballistic.calculator.strelok&hl=tr&gl=tr
Orion Push to Talk,13,10000,,mission,operasyon,com.onbeep.obiwan,,,https://play.google.com/store/apps/details?id=com.onbeep.obiwan&hl=tr&gl=tr
World at War: WW2 Strategy,12,10000000,silah,tactical,"Kışla, operasyon",com.erepubliklabs.worldatwar,,3.4460888,https://play.google.com/store/apps/details?id=com.erepubliklabs.worldatwar&hl=tr&gl=tr
Mgrs & Utm Harita,12,1000000,,mission,askeri personel,com.zahidcataltas.mgrsharita,,4.7981653,https://play.google.com/store/apps/details?id=com.zahidcataltas.mgrsharita&hl=tr&gl=tr
OpSec InSight Mobile,11,500,,,OPSEC,com.opsecsecurity.insight,,,https://play.google.com/store/apps/details?id=com.opsecsecurity.insight&hl=tr&gl=tr
The Grand Frontier,11,5000000,birlik,tactical,operasyon,com.babilgames.androidstrike,,3.6344829,https://play.google.com/store/apps/details?id=com.babilgames.androidstrike&hl=tr&gl=tr
AppMgr III (App 2 SD),11,50000000,,mission,mission,com.a0soft.gphone.app2sd,,4.340249,https://play.google.com/store/apps/details?id=com.a0soft.gphone.app2sd&hl=tr&gl=tr
Bullet Energy Calculator,10,5000,,"in the field, mission",,com.bokili.airgun.airgunkalkulator,,0,https://play.google.com/store/apps/details?id=com.bokili.airgun.airgunkalkulator&hl=tr&gl=tr
Dude Theft Wars FPS Open world,10,100000000,,mission,,com.PoxelStudios.DudeTheftAuto,,4.4005413,https://play.google.com/store/apps/details?id=com.PoxelStudios.DudeTheftAuto&hl=tr&gl=tr
Mindly,10,100000,,"ISR, in the field",,app.mindlyspace.com,,0,https://play.google.com/store/apps/details?id=app.mindlyspace.com&hl=tr&gl=tr
Vardiya Takvimi,10,10000000,nöbet,,,com.lrhsoft.shiftercalendar,,4.69,https://play.google.com/store/apps/details?id=com.lrhsoft.shiftercalendar&hl=tr&gl=tr
Vardiya Takvimi & Alarm,10,100000,,mission,,pro.shineapp.shiftschedule,,3.5,https://play.google.com/store/apps/details?id=pro.shineapp.shiftschedule&hl=tr&gl=tr
Bullet Army Run,10,10000000,,mission,,com.PlaySense.BulletArmyRun,,4.0666666,https://play.google.com/store/apps/details?id=com.PlaySense.BulletArmyRun&hl=tr&gl=tr
Soul of Eden,10,1000000,birlik,tactical,,com.rayark.rush,,4.09,https://play.google.com/store/apps/details?id=com.rayark.rush&hl=tr&gl=tr
Keto.app - Keto diet tracker,10,1000000,birlik,mission,,keto.droid.lappir.com.ketodiettracker,,4.45,https://play.google.com/store/apps/details?id=keto.droid.lappir.com.ketodiettracker&hl=tr&gl=tr
Infantry Attack: War 3D FPS,10,10000000,silah,tactical,,com.niklas.fpsdefense,,3.8823528,https://play.google.com/store/apps/details?id=com.niklas.fpsdefense&hl=tr&gl=tr
Hayatta Kalma Askeri Eğitim,9,500000,silah,,Komando,com.toucangames.survival.militarytraining,,3.049505,https://play.google.com/store/apps/details?id=com.toucangames.survival.militarytraining&hl=tr&gl=tr
Synch Push To Talk (PTT),9,10000,,mission,operasyon,com.elbit.italk,,,https://play.google.com/store/apps/details?id=com.elbit.italk&hl=tr&gl=tr
Biz Ordu Askeri Otobüs Sürme,8,500000,silah,,,com.futuristicgamestudio.auto.army.bus.driving.military.transporter.squad,,3.796875,https://play.google.com/store/apps/details?id=com.futuristicgamestudio.auto.army.bus.driving.military.transporter.squad&hl=tr&gl=tr
Askeri Akademi 3D,8,1000000,,mission,,com.slg.MilitaryAcademy3D,,4.08,https://play.google.com/store/apps/details?id=com.slg.MilitaryAcademy3D&hl=tr&gl=tr
Nöbet Kimde,8,10,nöbet,,,com.geos.geos_ne,,0,https://play.google.com/store/apps/details?id=com.geos.geos_ne&hl=tr&gl=tr
GPS Waypoints,8,500000,,mission,,pt.bluecover.gpsegnos,,4,https://play.google.com/store/apps/details?id=pt.bluecover.gpsegnos&hl=tr&gl=tr
Ballistics,8,50000,,mission,,com.nimoh.ballistics,,0,https://play.google.com/store/apps/details?id=com.nimoh.ballistics&hl=tr&gl=tr
Applied Ballistics Quantum,8,50000,,mission,,com.appliedballisticsllc.appliedballistics,,4.2,https://play.google.com/store/apps/details?id=com.appliedballisticsllc.appliedballistics&hl=tr&gl=tr
Lat/Long & UTM,8,100000,,ISR,,org.project.wgs84utm,,5,https://play.google.com/store/apps/details?id=org.project.wgs84utm&hl=tr&gl=tr
Bushnell Ballistics,8,50000,,mission,,com.bushnell.ballistics.ab,,0,https://play.google.com/store/apps/details?id=com.bushnell.ballistics.ab&hl=tr&gl=tr
Airwave - Push To Talk,8,1000,,mission,,com.wavelengthlabs.airwave,,,https://play.google.com/store/apps/details?id=com.wavelengthlabs.airwave&hl=tr&gl=tr
Yandex Maps ve Navigasyon,7,100000000,nöbet,,Kışla,ru.yandex.yandexmaps,,4.55788,https://play.google.com/store/apps/details?id=ru.yandex.yandexmaps&hl=tr&gl=tr
"Tactical Compass MGRS, Offline",7,1000,,,operasyon,com.midivision.compass_bubbles,,,https://play.google.com/store/apps/details?id=com.midivision.compass_bubbles&hl=tr&gl=tr
MGRS Offline Map Satellite,7,500,,,operasyon,com.midivision.mgrs_rectangle_offline_map,,,https://play.google.com/store/apps/details?id=com.midivision.mgrs_rectangle_offline_map&hl=tr&gl=tr
Mgrs & Utm Harita Pro,7,10000,,,askeri personel,com.zahidcataltas.mgrsutmmappro,,4.62,https://play.google.com/store/apps/details?id=com.zahidcataltas.mgrsutmmappro&hl=tr&gl=tr
UTM MGRS Harita,7,10000,,,operasyon,com.apps.utmfinder,,4.9411764,https://play.google.com/store/apps/details?id=com.apps.utmfinder&hl=tr&gl=tr
MGRS UTM GPS,6,100000,,,,info.yogantara.yytestgps,,3.8,https://play.google.com/store/apps/details?id=info.yogantara.yytestgps&hl=tr&gl=tr
Talker PTT Walkie Talkie,6,10000,,mission,operasyon,network.talker.app,,0,https://play.google.com/store/apps/details?id=network.talker.app&hl=tr&gl=tr
Moa Moa Five - Match Blocks,6,5000,,,,com.luckyflow.matchblocks,,,https://play.google.com/store/apps/details?id=com.luckyflow.matchblocks&hl=tr&gl=tr
Trench Warfare 1914: RTS Savaş,6,1000000,,tactical,Komando,com.kocogamesinc.trenchwarfare,,4.73,https://play.google.com/store/apps/details?id=com.kocogamesinc.trenchwarfare&hl=tr&gl=tr
SIEGE: World War II,6,5000000,birlik,,operasyon,com.simutronics.b17,,4.4382715,https://play.google.com/store/apps/details?id=com.simutronics.b17&hl=tr&gl=tr
OpSec Purchase,6,50,,,OPSEC,com.opsecsecurity.testpurchase,,,https://play.google.com/store/apps/details?id=com.opsecsecurity.testpurchase&hl=tr&gl=tr
EA SPORTS FC™ Tactical,6,,,,tactical,com.ea.gp.tacticalfootball,,,https://play.google.com/store/apps/details?id=com.ea.gp.tacticalfootball&hl=tr&gl=tr
"MGRS, UTM, DMS & ED50 - LUC",6,10,,,,com.miavation.LUC,,,https://play.google.com/store/apps/details?id=com.miavation.LUC&hl=tr&gl=tr
Hornady,5,500000,mühimmat,,,com.agilx.hornady,,4.8,https://play.google.com/store/apps/details?id=com.agilx.hornady&hl=tr&gl=tr
Shooter,5,50000,,in the field,,net.kndy.shooterfull,,0,https://play.google.com/store/apps/details?id=net.kndy.shooterfull&hl=tr&gl=tr
ACECRAFT,5,5000000,,mission,,com.vizta.wefly,,4.39267,https://play.google.com/store/apps/details?id=com.vizta.wefly&hl=tr&gl=tr
Coordinate Master,5,1000,,in the field,,binaryearth.coordsystool,,0,https://play.google.com/store/apps/details?id=binaryearth.coordsystool&hl=tr&gl=tr
Mapy.com: Offline hiking maps,5,10000000,,mission,,cz.seznam.mapy,,4.48,https://play.google.com/store/apps/details?id=cz.seznam.mapy&hl=tr&gl=tr
ALL - HLL Artillery Calculator,5,50000,,squad,,flutter.app.artillery_let_loose,,4.6666665,https://play.google.com/store/apps/details?id=flutter.app.artillery_let_loose&hl=tr&gl=tr
Stormshot: Isle of Adventure,5,10000000,birlik,,,com.sivona.stormshot.e,,4.072289,https://play.google.com/store/apps/details?id=com.sivona.stormshot.e&hl=tr&gl=tr
Bullet Knight: Zindan Nişancı,5,500000,silah,,,com.kooapps.bulletknight,,3.92,https://play.google.com/store/apps/details?id=com.kooapps.bulletknight&hl=tr&gl=tr
Asker Oyunu Ordu Savaş Sim,5,100000,silah,,,com.inspectorstudios.armywarzoneshootingsim,,3.5833333,https://play.google.com/store/apps/details?id=com.inspectorstudios.armywarzoneshootingsim&hl=tr&gl=tr
World War Armies: WW2 PvP RTS,5,5000000,birlik,,,com.Hypemasters.rts,,4.2288136,https://play.google.com/store/apps/details?id=com.Hypemasters.rts&hl=tr&gl=tr
modern askeri atış savaşı,5,100000,,,"operasyon, Komando",com.SnF.ArmyShooting,,3.5641026,https://play.google.com/store/apps/details?id=com.SnF.ArmyShooting&hl=tr&gl=tr
MAC+: Online Fitness Deneyimi,5,1000000,,mission,,com.marsathletic.android.macfit.app,,4.7342296,https://play.google.com/store/apps/details?id=com.marsathletic.android.macfit.app&hl=tr&gl=tr
Space City : Build Your City,5,50000,,mission,,games.punkdog.spacecity,,4.357143,https://play.google.com/store/apps/details?id=games.punkdog.spacecity&hl=tr&gl=tr
Çiftlik oyunları internetsiz,5,1000000,,ISR,,idle.farming.game,,4,https://play.google.com/store/apps/details?id=idle.farming.game&hl=tr&gl=tr
Oversec,5,10000,,mission,,io.oversec.one,,0,https://play.google.com/store/apps/details?id=io.oversec.one&hl=tr&gl=tr
War Commander: Rogue Assault,5,10000000,komutan,,,com.kixeye.wcm,,3.687251,https://play.google.com/store/apps/details?id=com.kixeye.wcm&hl=tr&gl=tr
Dolap - İkinci El Alışveriş,5,10000000,,birlik,,com.dolap.android,,3.9631867,https://play.google.com/store/apps/details?id=com.dolap.android&hl=tr&gl=tr
Dropbox: Files & Cloud Storage,5,1000000000,,mission,,com.dropbox.android,,4.2777376,https://play.google.com/store/apps/details?id=com.dropbox.android&hl=tr&gl=tr
"Music Player, MP3: Nomad Music",5,5000000,,mission,,com.nomad88.nomadmusic,,4.76,https://play.google.com/store/apps/details?id=com.nomad88.nomadmusic&hl=tr&gl=tr
"UC Browser - Güvenli,Kişisel",5,1000000000,mission,,,com.UCMobile.intl,,3.9800282,https://play.google.com/store/apps/details?id=com.UCMobile.intl&hl=tr&gl=tr
KILO2400ABS,5,10000,,in the field,,com.sigsauer.kilo2400.ab,,0,https://play.google.com/store/apps/details?id=com.sigsauer.kilo2400.ab&hl=tr&gl=tr
Shot Scope,5,100000,,mission,,com.shotscope,,,https://play.google.com/store/apps/details?id=com.shotscope&hl=tr&gl=tr
Countdown - Pretty Progress,5,100000,,mission,,com.keinois.prettyprogress,,4.875,https://play.google.com/store/apps/details?id=com.keinois.prettyprogress&hl=tr&gl=tr
Amazon.com.tr Mobile Alışveriş,5,500000000,,mission,,com.amazon.mShop.android.shopping,,4.200669,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&hl=tr&gl=tr
Geri sayım Widget - Gün Sayacı,5,10000000,şafak,,,me.gira.widget.countdown,,4.39267,https://play.google.com/store/apps/details?id=me.gira.widget.countdown&hl=tr&gl=tr
Klanlar - Tribal Wars,5,1000000,birlik,,,air.com.innogames.staemme,,4.1798244,https://play.google.com/store/apps/details?id=air.com.innogames.staemme&hl=tr&gl=tr
JumpJumpVPN: Hızlı ve Güvenli,5,50000000,,mission,,app.jumpjumpvpn.jumpjumpvpn,,4.4521737,https://play.google.com/store/apps/details?id=app.jumpjumpvpn.jumpjumpvpn&hl=tr&gl=tr
Zello PTT Walkie Talkie,5,100000000,,squad,,com.loudtalks,,4.1755395,https://play.google.com/store/apps/details?id=com.loudtalks&hl=tr&gl=tr
MHRS,5,10000000,,mission,,tr.gov.saglik.MHRSMOBIL,,4.839162,https://play.google.com/store/apps/details?id=tr.gov.saglik.MHRSMOBIL&hl=tr&gl=tr
Fitness Tests,4,10000,,,kondisyon testi,theappmatch.fittest,,,https://play.google.com/store/apps/details?id=theappmatch.fittest&hl=tr&gl=tr
Askeri Eğitim Tatbikatları,4,10000,,,ACFT,com.watervideosoftware.militarytraining,,0,https://play.google.com/store/apps/details?id=com.watervideosoftware.militarytraining&hl=tr&gl=tr
Emacom Push To Talk,4,10,,,operasyon,com.ptteem.ptt,,,https://play.google.com/store/apps/details?id=com.ptteem.ptt&hl=tr&gl=tr
Army Verse Athletes,4,100,,,"Komando, squad",com.army.codebase,,,https://play.google.com/store/apps/details?id=com.army.codebase&hl=tr&gl=tr
Askeri Sınavlar,4,1000,,,Jandarma,com.incisoftware.askeri_sinavlar,,5,https://play.google.com/store/apps/details?id=com.incisoftware.askeri_sinavlar&hl=tr&gl=tr
Waypoint to Connect IQ,3,1000,,,,name.kaigrundmann.waypointtoconnectiq,,,https://play.google.com/store/apps/details?id=name.kaigrundmann.waypointtoconnectiq&hl=tr&gl=tr
WAYPOINT FITNESS,3,1000,,,,com.appworkout.fitbutler.waypoint,,,https://play.google.com/store/apps/details?id=com.appworkout.fitbutler.waypoint&hl=tr&gl=tr
Land Navigation: Waypoint,3,1000,,,,com.ekik.waypointes,,,https://play.google.com/store/apps/details?id=com.ekik.waypointes&hl=tr&gl=tr
WAYPOINT,3,1000,,,,com.bookfastpos.WAYPOINT,,,https://play.google.com/store/apps/details?id=com.bookfastpos.WAYPOINT&hl=tr&gl=tr
Avenza Maps: Offline Mapping,3,5000000,,,,com.Avenza,,4.47,https://play.google.com/store/apps/details?id=com.Avenza&hl=tr&gl=tr
2GIS: Offline map & navigation,3,100000000,,,,ru.dublgis.dgismobile,,4.4470587,https://play.google.com/store/apps/details?id=ru.dublgis.dgismobile&hl=tr&gl=tr
UTM Calc,3,5000,,,,com.vad.utmcalc,,,https://play.google.com/store/apps/details?id=com.vad.utmcalc&hl=tr&gl=tr
UTM Virtual UV,3,500,,,,com.utmvirtual,,,https://play.google.com/store/apps/details?id=com.utmvirtual&hl=tr&gl=tr
GPS koordinatları,3,50000,,,,com.seinsmart.latlng_map,,,https://play.google.com/store/apps/details?id=com.seinsmart.latlng_map&hl=tr&gl=tr
All-In-One Offline Maps,3,5000000,,,,net.psyberia.offlinemaps,,4.2781954,https://play.google.com/store/apps/details?id=net.psyberia.offlinemaps&hl=tr&gl=tr
GPS Koordinatlarını Dönüştür,3,100000,,,,com.rmtheis.geo,,4.5555553,https://play.google.com/store/apps/details?id=com.rmtheis.geo&hl=tr&gl=tr
GPS Verileri GPS Koordinatları,3,1000000,,,,com.exatools.gpsdata,,4.43,https://play.google.com/store/apps/details?id=com.exatools.gpsdata&hl=tr&gl=tr
Harita Koordinatları,3,5000000,,,,sands.mapCoordinates.android,,4.27,https://play.google.com/store/apps/details?id=sands.mapCoordinates.android&hl=tr&gl=tr
